State&County,Total_Population,Levels_Smokers,Surface_Mines,Underground_Mines,Levels_COPD
"Vermilion, Louisiana","59,511",24.3,0.0,0.0,8.4
"Wabaunsee, Kansas","6,931",17.2,0.0,0.0,5.5
"Claiborne, Louisiana","15,670",28.5,0.0,0.0,10.4
"Wyandotte, Kansas","165,429",20.1,0.0,0.0,6.7
"Floyd, Kentucky","35,589",31.0,0.0,0.0,13.3
"Rockcastle, Kentucky","16,695",28.8,0.0,0.0,11.7
"Lafourche, Louisiana","97,614",23.3,0.0,0.0,8.1
"Leslie, Kentucky","9,877",33.1,0.0,0.0,14.1
"Graves, Kentucky","37,266",26.1,0.0,0.0,9.9
"Grant, Kentucky","25,069",26.1,0.0,0.0,10.1
"St. Mary, Louisiana","49,348",24.3,0.0,0.0,8.3
"Harvey, Kansas","34,429",16.1,0.0,0.0,5.5
"Pointe Coupee, Louisiana","21,730",24.6,0.0,0.0,8.4
"Fulton, Kentucky","5,969",30.3,0.0,0.0,12.1
"Muhlenberg, Kentucky","30,622",26.9,0.0,0.0,10.5
"St. Helena, Louisiana","10,132",24.1,0.0,0.0,8.2
"Metcalfe, Kentucky","10,071",30.6,0.0,0.0,12.1
"Mercer, Kentucky","21,933",24.3,0.0,0.0,9.2
"Acadia, Louisiana","62,045",24.7,0.0,0.0,9.4
"Casey, Kentucky","16,159",30.0,0.0,0.0,12.5
"Cherokee, Kansas","19,939",21.4,0.0,0.0,7.5
"West Feliciana, Louisiana","15,568",20.7,0.0,0.0,6.5
"Carter, Kentucky","26,797",28.9,0.0,0.0,11.8
"East Baton Rouge, Louisiana","440,059",19.0,0.0,0.0,6.2
"Ohio, Kentucky","23,994",26.0,0.0,0.0,10.3
"McLean, Kentucky","9,207",24.9,0.0,0.0,9.6
"Sumner, Kansas","22,836",18.3,0.0,0.0,6.4
"Pawnee, Kansas","6,414",18.5,0.0,0.0,6.1
"Reno, Kansas","61,998",19.2,0.0,0.0,6.5
"Ottawa, Kansas","5,704",18.4,0.0,0.0,6.1
"Ascension, Louisiana","126,604",19.1,0.0,0.0,6.1
"Livingston, Kentucky","9,194",26.7,0.0,0.0,10.2
"Anderson, Kansas","7,858",21.2,0.0,0.0,7.4
"Garrard, Kentucky","17,666",25.6,0.0,0.0,9.8
"Jessamine, Kentucky","54,115",22.5,0.0,0.0,8.6
"Sedgwick, Kansas","516,042",17.1,0.0,0.0,5.8
"Oldham, Kentucky","66,799",17.0,0.0,0.0,6.1
"Coffey, Kansas","8,179",18.0,0.0,0.0,6.2
"Adair, Kentucky","19,202",28.7,0.0,0.0,11.2
"Ballard, Kentucky","7,888",24.9,0.0,0.0,9.8
"Lafayette, Louisiana","244,390",20.4,0.0,0.0,6.8
"Hamilton, Kansas","2,539",17.4,0.0,0.0,6.2
"Bossier, Louisiana","127,039",21.6,0.0,0.0,7.0
"Natchitoches, Louisiana","38,158",24.3,0.0,0.0,9.0
"Dickinson, Kansas","18,466",18.7,0.0,0.0,6.5
"Boyle, Kentucky","30,060",23.4,0.0,0.0,9.0
"Leavenworth, Kansas","81,758",17.4,0.0,0.0,5.4
"Avoyelles, Louisiana","40,144",26.9,0.0,0.0,9.6
"Warren, Kentucky","132,896",21.8,0.0,0.0,8.4
"Grant, Louisiana","22,389",24.5,0.0,0.0,8.5
"Ellis, Kansas","28,553",16.9,0.0,0.0,6.2
"Lane, Kansas","1,535",17.8,0.0,0.0,6.2
"Gove, Kansas","2,636",18.6,0.0,0.0,6.6
"Hickman, Kentucky","4,380",27.7,0.0,0.0,11.1
"Calloway, Kentucky","39,001",22.7,0.0,0.0,9.2
"Nelson, Kentucky","46,233",22.5,0.0,0.0,8.2
"Phillips, Kansas","5,234",19.0,0.0,0.0,6.6
"Orleans, Louisiana","390,144",21.4,0.0,0.0,6.7
"Trigg, Kentucky","14,651",23.6,0.0,0.0,8.7
"Anderson, Kentucky","22,747",22.9,0.0,0.0,8.9
"McCreary, Kentucky","17,231",32.9,0.0,0.0,13.9
"Ouachita, Louisiana","153,279",23.3,0.0,0.0,8.4
"Smith, Kansas","3,583",18.8,0.0,0.0,6.4
"Laurel, Kentucky","60,813",27.0,0.0,0.0,11.3
"Green, Kentucky","10,941",28.4,0.0,0.0,11.4
"Franklin, Louisiana","20,015",27.7,0.0,0.0,10.3
"Martin, Kentucky","11,195",27.9,0.0,0.0,11.0
"Menifee, Kentucky","6,489",28.9,0.0,0.0,11.9
"Fleming, Kentucky","14,581",27.7,0.0,0.0,11.0
"Lincoln, Kansas","2,962",18.5,0.0,0.0,6.3
"Estill, Kentucky","14,106",30.9,0.0,0.0,12.8
"Geary, Kansas","31,670",18.1,0.0,0.0,5.9
"Hart, Kentucky","19,035",28.7,0.0,0.0,11.8
"Sherman, Kansas","5,917",16.2,0.0,0.0,5.7
"Morehouse, Louisiana","24,874",27.8,0.0,0.0,9.6
"Carlisle, Kentucky","4,760",26.7,0.0,0.0,10.6
"Clark, Kentucky","36,263",23.7,0.0,0.0,9.0
"Bienville, Louisiana","13,241",26.9,0.0,0.0,9.7
"Webster, Kentucky","12,942",28.3,0.0,0.0,11.2
"Todd, Kentucky","12,294",26.7,0.0,0.0,10.4
"Decatur, Kansas","2,827",18.8,0.0,0.0,6.4
"Morris, Kansas","5,620",18.6,0.0,0.0,6.3
"Rowan, Kentucky","24,460",27.3,0.0,0.0,11.5
"Jefferson Davis, Louisiana","31,368",24.0,0.0,0.0,8.5
"Barren, Kentucky","44,249",28.1,0.0,0.0,11.1
"Comanche, Kansas","1,700",17.6,0.0,0.0,6.0
"Androscoggin, Maine","108,277",19.8,0.0,0.0,7.9
"McCracken, Kentucky","65,418",22.5,0.0,0.0,8.7
"Perry, Kentucky","25,758",29.4,0.0,0.0,12.1
"Osage, Kansas","15,949",19.7,0.0,0.0,6.9
"Riley, Kansas","74,232",15.8,0.0,0.0,6.1
"Pendleton, Kentucky","14,590",25.1,0.0,0.0,9.7
"Washington, Kentucky","12,095",24.4,0.0,0.0,9.2
"Edmonson, Kentucky","12,150",28.8,0.0,0.0,11.4
"Bracken, Kentucky","8,303",26.4,0.0,0.0,10.2
"Stevens, Kansas","5,485",18.7,0.0,0.0,6.6
"Owsley, Kentucky","4,415",30.6,0.0,0.0,12.8
"Haskell, Kansas","3,968",18.0,0.0,0.0,6.6
"Caddo, Louisiana","240,204",22.7,0.0,0.0,7.7
"Wilson, Kansas","8,525",21.0,0.0,0.0,7.3
"Jefferson, Louisiana","432,493",18.8,0.0,0.0,6.5
"Carroll, Kentucky","10,631",27.9,0.0,0.0,11.0
"Woodson, Kansas","3,138",21.3,0.0,0.0,7.7
"Ford, Kansas","33,619",17.5,0.0,0.0,6.0
"Crawford, Kansas","38,818",19.2,0.0,0.0,6.9
"Johnson, Kansas","602,401",11.9,0.0,0.0,4.0
"Wichita, Kansas","2,119",15.1,0.0,0.0,5.1
"Norton, Kansas","5,361",19.2,0.0,0.0,6.5
"Daviess, Kentucky","101,511",23.4,0.0,0.0,8.7
"Red River, Louisiana","8,442",26.0,0.0,0.0,9.3
"Woodford, Kentucky","26,734",19.7,0.0,0.0,7.4
"Taylor, Kentucky","25,769",25.8,0.0,0.0,9.8
"Grayson, Kentucky","26,427",28.7,0.0,0.0,11.7
"Logan, Kentucky","27,102",27.0,0.0,0.0,10.0
"Rapides, Louisiana","129,648",22.2,0.0,0.0,7.8
"Shelby, Kentucky","49,024",20.8,0.0,0.0,7.9
"Madison, Kentucky","92,987",22.4,0.0,0.0,8.8
"Bourbon, Kentucky","19,788",24.9,0.0,0.0,9.5
"Larue, Kentucky","14,398",26.2,0.0,0.0,10.1
"Montgomery, Kansas","31,829",20.6,0.0,0.0,7.3
"Christian, Kentucky","70,461",26.4,0.0,0.0,9.8
"Meade, Kentucky","28,572",23.1,0.0,0.0,8.6
"Elliott, Kentucky","7,517",32.2,0.0,0.0,13.4
"Henderson, Kentucky","45,210",25.7,0.0,0.0,9.5
"Magoffin, Kentucky","12,161",31.6,0.0,0.0,13.6
"Caldwell, Kentucky","12,747",25.2,0.0,0.0,10.0
"Whitley, Kentucky","36,264",28.1,0.0,0.0,11.1
"Mitchell, Kansas","5,979",19.0,0.0,0.0,6.4
"Jewell, Kansas","2,879",19.9,0.0,0.0,7.1
"East Feliciana, Louisiana","19,135",24.5,0.0,0.0,8.0
"Nicholas, Kentucky","7,269",30.7,0.0,0.0,12.8
"Iberia, Louisiana","69,830",24.8,0.0,0.0,8.5
"Barton, Kansas","25,779",18.7,0.0,0.0,6.7
"Morgan, Kentucky","13,309",30.1,0.0,0.0,12.0
"Miami, Kansas","34,237",16.6,0.0,0.0,5.2
"Rooks, Kansas","4,920",18.9,0.0,0.0,6.5
"LaSalle, Louisiana","14,892",26.3,0.0,0.0,9.1
"St. Charles, Louisiana","53,100",18.7,0.0,0.0,6.1
"Ness, Kansas","2,750",18.1,0.0,0.0,6.4
"Boyd, Kentucky","46,718",24.9,0.0,0.0,9.7
"Wallace, Kansas","1,518",16.1,0.0,0.0,5.5
"Knox, Kentucky","31,145",30.5,0.0,0.0,13.5
"Robertson, Kentucky","2,108",26.7,0.0,0.0,10.7
"Clay, Kentucky","19,901",33.5,0.0,0.0,15.1
"Cumberland, Maine","295,003",14.1,0.0,0.0,6.0
"Labette, Kansas","19,618",21.5,0.0,0.0,7.4
"Wolfe, Kentucky","7,157",34.0,0.0,0.0,14.5
"Greenwood, Kansas","5,982",20.1,0.0,0.0,6.8
"Rush, Kansas","3,036",17.8,0.0,0.0,6.2
"Marshall, Kansas","9,707",19.1,0.0,0.0,6.5
"Stafford, Kansas","4,156",18.1,0.0,0.0,6.4
"Sheridan, Kansas","2,521",17.3,0.0,0.0,5.9
"Bourbon, Kansas","14,534",20.3,0.0,0.0,7.6
"Finney, Kansas","36,467",17.7,0.0,0.0,5.8
"St. John the Baptist, Louisiana","42,837",20.7,0.0,0.0,6.9
"Atchison, Kansas","16,073",20.5,0.0,0.0,6.6
"St. Bernard, Louisiana","47,244",23.3,0.0,0.0,8.2
"Kenton, Kentucky","166,998",21.2,0.0,0.0,7.6
"Cheyenne, Kansas","2,657",18.2,0.0,0.0,6.3
"Douglas, Kansas","122,259",15.1,0.0,0.0,5.4
"Chase, Kansas","2,648",18.2,0.0,0.0,6.3
"Cameron, Louisiana","6,973",23.3,0.0,0.0,8.2
"Jackson, Kentucky","13,329",30.5,0.0,0.0,12.7
"Wright, Iowa","12,562",18.4,0.0,0.0,5.9
"Lyon, Kansas","33,195",16.9,0.0,0.0,6.1
"Russell, Kentucky","17,923",26.6,0.0,0.0,10.9
"Henry, Kentucky","16,126",25.9,0.0,0.0,9.9
"Monroe, Kentucky","10,650",28.5,0.0,0.0,11.5
"Scott, Kentucky","57,004",20.2,0.0,0.0,7.7
"Kearny, Kansas","3,838",19.2,0.0,0.0,6.9
"Cowley, Kansas","34,908",19.6,0.0,0.0,6.5
"Bell, Kentucky","26,032",33.8,0.0,0.0,15.0
"Jefferson, Kentucky","766,757",22.2,0.0,0.0,8.0
"Cumberland, Kentucky","6,614",28.1,0.0,0.0,11.2
"Washington, Kansas","5,406",18.7,0.0,0.0,6.5
"Livingston, Louisiana","140,789",22.7,0.0,0.0,7.5
"Webster, Louisiana","38,340",26.3,0.0,0.0,10.0
"Johnson, Kentucky","22,188",26.4,0.0,0.0,11.2
"Richland, Louisiana","20,122",27.5,0.0,0.0,10.0
"Gallatin, Kentucky","8,869",26.0,0.0,0.0,10.1
"West Baton Rouge, Louisiana","26,465",20.8,0.0,0.0,6.7
"Kiowa, Kansas","2,475",18.1,0.0,0.0,6.3
"Bath, Kentucky","12,500",28.0,0.0,0.0,11.1
"Madison, Louisiana","10,951",29.2,0.0,0.0,10.8
"Lewis, Kentucky","13,275",32.0,0.0,0.0,13.1
"Marion, Kansas","11,884",17.8,0.0,0.0,6.0
"Tensas, Louisiana","4,334",29.9,0.0,0.0,11.1
"Plaquemines, Louisiana","23,197",21.5,0.0,0.0,7.3
"Hopkins, Kentucky","44,686",25.6,0.0,0.0,9.7
"Logan, Kansas","2,794",18.9,0.0,0.0,6.3
"Aroostook, Maine","67,055",22.3,0.0,0.0,9.3
"Montgomery, Kentucky","28,157",26.0,0.0,0.0,10.5
"Pike, Kentucky","57,876",28.7,0.0,0.0,12.2
"Edwards, Kansas","2,798",17.7,0.0,0.0,6.3
"Ellsworth, Kansas","6,102",18.0,0.0,0.0,6.1
"Concordia, Louisiana","19,259",26.9,0.0,0.0,9.8
"Shawnee, Kansas","176,875",17.0,0.0,0.0,5.8
"Knott, Kentucky","14,806",31.4,0.0,0.0,13.8
"Stanton, Kansas","2,006",16.8,0.0,0.0,6.0
"Meade, Kansas","4,033",18.0,0.0,0.0,6.2
"Barber, Kansas","4,427",20.8,0.0,0.0,7.0
"St. James, Louisiana","21,096",22.8,0.0,0.0,7.6
"East Carroll, Louisiana","6,861",32.7,0.0,0.0,12.3
"Osborne, Kansas","3,421",18.5,0.0,0.0,6.4
"Crittenden, Kentucky","8,806",26.4,0.0,0.0,10.5
"Butler, Kentucky","12,879",27.3,0.0,0.0,10.7
"Spencer, Kentucky","19,351",22.1,0.0,0.0,7.9
"Worth, Iowa","7,381",18.3,0.0,0.0,5.6
"Lincoln, Kentucky","24,549",28.3,0.0,0.0,11.3
"Hancock, Kentucky","8,722",24.8,0.0,0.0,9.5
"Simpson, Kentucky","18,572",24.6,0.0,0.0,9.3
"Union, Louisiana","22,108",23.2,0.0,0.0,8.0
"Beauregard, Louisiana","37,497",22.6,0.0,0.0,7.9
"Lawrence, Kentucky","15,317",31.3,0.0,0.0,12.7
"Butler, Kansas","66,911",16.9,0.0,0.0,5.8
"Assumption, Louisiana","21,891",25.8,0.0,0.0,9.1
"Allen, Kentucky","21,315",27.3,0.0,0.0,10.3
"Neosho, Kansas","16,007",20.2,0.0,0.0,7.2
"Fayette, Kentucky","323,152",17.3,0.0,0.0,7.3
"Cloud, Kansas","8,786",19.0,0.0,0.0,6.7
"Evangeline, Louisiana","33,395",28.2,0.0,0.0,10.4
"St. Landry, Louisiana","82,124",26.9,0.0,0.0,9.3
"Pratt, Kansas","9,164",17.4,0.0,0.0,6.0
"Clay, Kansas","8,002",17.4,0.0,0.0,6.0
"Hodgeman, Kansas","1,794",16.1,0.0,0.0,5.6
"Graham, Kansas","2,482",18.3,0.0,0.0,6.5
"Greeley, Kansas","1,232",15.7,0.0,0.0,5.5
"Clinton, Kentucky","10,218",30.6,0.0,0.0,13.1
"Saline, Kansas","54,224",17.4,0.0,0.0,5.8
"Morton, Kansas","2,587",18.2,0.0,0.0,6.3
"West Carroll, Louisiana","10,830",25.7,0.0,0.0,9.3
"Kingman, Kansas","7,152",17.0,0.0,0.0,5.7
"Letcher, Kentucky","21,553",31.7,0.0,0.0,13.5
"Harper, Kansas","5,436",20.6,0.0,0.0,7.2
"Linn, Kansas","9,703",21.2,0.0,0.0,7.4
"Iberville, Louisiana","32,511",24.1,0.0,0.0,8.2
"Pottawatomie, Kansas","24,383",15.9,0.0,0.0,5.5
"Washington, Louisiana","46,194",27.2,0.0,0.0,9.6
"Allen, Louisiana","25,627",24.3,0.0,0.0,8.1
"Lincoln, Louisiana","46,742",21.1,0.0,0.0,7.9
"Owen, Kentucky","10,901",27.6,0.0,0.0,10.6
"Marion, Kentucky","19,273",28.1,0.0,0.0,11.1
"Hardin, Kentucky","110,958",23.2,0.0,0.0,8.1
"Boone, Kentucky","133,581",18.1,0.0,0.0,6.8
"Allen, Kansas","12,369",20.3,0.0,0.0,7.1
"Pulaski, Kentucky","64,979",27.0,0.0,0.0,10.9
"Marshall, Kentucky","31,100",23.1,0.0,0.0,8.6
"McPherson, Kansas","28,542",17.2,0.0,0.0,6.0
"Lee, Kentucky","7,403",35.5,0.0,0.0,15.5
"Trego, Kansas","2,803",17.6,0.0,0.0,6.0
"Breckinridge, Kentucky","20,477",26.9,0.0,0.0,10.6
"Breathitt, Kentucky","12,630",30.7,0.0,0.0,13.5
"Winn, Louisiana","13,904",24.9,0.0,0.0,8.6
"De Soto, Louisiana","27,463",24.8,0.0,0.0,8.4
"Seward, Kansas","21,428",17.1,0.0,0.0,6.5
"Harrison, Kentucky","18,886",26.2,0.0,0.0,10.2
"Nemaha, Kansas","10,231",17.8,0.0,0.0,5.9
"Harlan, Kentucky","26,010",32.1,0.0,0.0,14.4
"Jackson, Louisiana","15,744",26.0,0.0,0.0,9.0
"Calcasieu, Louisiana","203,436",22.3,0.0,0.0,7.5
"Scott, Kansas","4,823",16.9,0.0,0.0,5.9
"Franklin, Kansas","25,544",18.8,0.0,0.0,6.5
"Trimble, Kentucky","8,471",25.9,0.0,0.0,10.0
"Tangipahoa, Louisiana","134,758",22.9,0.0,0.0,8.4
"Bullitt, Kentucky","81,676",23.6,0.0,0.0,8.6
"Terrebonne, Louisiana","110,461",24.4,0.0,0.0,8.8
"Jefferson, Kansas","19,043",18.3,0.0,0.0,5.8
"St. Tammany, Louisiana","260,419",19.1,0.0,0.0,6.1
"Union, Kentucky","14,381",26.6,0.0,0.0,10.3
"Republic, Kansas","4,636",18.0,0.0,0.0,6.1
"Catahoula, Louisiana","9,494",26.4,0.0,0.0,9.0
"Caldwell, Louisiana","9,918",26.9,0.0,0.0,9.5
"Vernon, Louisiana","47,429",22.8,0.0,0.0,7.7
"Chautauqua, Kansas","3,250",22.2,0.0,0.0,7.9
"Clark, Kansas","1,994",16.9,0.0,0.0,5.9
"Campbell, Kentucky","93,584",20.8,0.0,0.0,7.6
"Sabine, Louisiana","23,884",25.0,0.0,0.0,8.4
"Rice, Kansas","9,537",17.4,0.0,0.0,6.2
"Mason, Kentucky","17,070",24.5,0.0,0.0,9.5
"Franklin, Kentucky","50,991",21.0,0.0,0.0,8.0
"Powell, Kentucky","12,359",27.3,0.0,0.0,11.0
"Gray, Kansas","5,988",17.1,0.0,0.0,6.0
"Thomas, Kansas","7,777",18.5,0.0,0.0,6.4
"Pipestone, Minnesota","9,126",19.5,0.0,0.0,5.8
"Roscommon, Michigan","24,019",22.9,0.0,0.0,8.9
"Lyon, Minnesota","25,474",19.1,0.0,0.0,5.6
"Essex, Massachusetts","789,034",13.8,0.0,0.0,4.9
"Mille Lacs, Minnesota","26,277",21.9,0.0,0.0,6.2
"Ionia, Michigan","64,697",21.5,0.0,0.0,7.9
"Montgomery, Mississippi","9,775",22.9,0.0,0.0,8.6
"Lake of the Woods, Minnesota","3,740",20.2,0.0,0.0,5.7
"Pennington, Minnesota","14,119",18.8,0.0,0.0,5.5
"Alger, Michigan","9,108",22.4,0.0,0.0,8.3
"Kalamazoo, Michigan","265,066",16.9,0.0,0.0,6.8
"Cheboygan, Michigan","25,276",22.3,0.0,0.0,8.5
"Alcona, Michigan","10,405",23.1,0.0,0.0,8.7
"Saginaw, Michigan","190,539",21.3,0.0,0.0,7.9
"Queen Anne's, Maryland","50,381",15.5,0.0,0.0,5.5
"Adams, Mississippi","30,693",22.6,0.0,0.0,8.3
"Oakland, Michigan","1,257,584",13.6,0.0,0.0,5.5
"Yellow Medicine, Minnesota","9,709",20.2,0.0,0.0,5.7
"Nobles, Minnesota","21,629",18.0,0.0,0.0,5.9
"Washington, Minnesota","262,440",13.0,0.0,0.0,3.8
"Pike, Mississippi","39,288",23.6,0.0,0.0,9.2
"Talbot, Maryland","37,181",14.4,0.0,0.0,5.5
"Nantucket, Massachusetts","11,399",12.5,0.0,0.0,4.5
"Chickasaw, Mississippi","17,103",24.0,0.0,0.0,8.9
"St. Joseph, Michigan","60,964",21.8,0.0,0.0,8.5
"Kent, Michigan","656,955",17.4,0.0,0.0,6.5
"Hubbard, Minnesota","21,491",19.0,0.0,0.0,5.6
"Franklin, Mississippi","7,713",22.4,0.0,0.0,8.1
"Quitman, Mississippi","6,792",26.8,0.0,0.0,10.6
"Jefferson, Mississippi","6,990",24.4,0.0,0.0,9.1
"Benton, Mississippi","8,259",23.7,0.0,0.0,8.6
"Attala, Mississippi","18,174",23.4,0.0,0.0,8.8
"Carlton, Minnesota","35,871",20.4,0.0,0.0,5.6
"Kalkaska, Michigan","18,038",24.3,0.0,0.0,9.2
"Oktibbeha, Mississippi","49,587",17.6,0.0,0.0,7.1
"Montmorency, Michigan","9,328",23.8,0.0,0.0,9.2
"Gratiot, Michigan","40,711",22.1,0.0,0.0,8.3
"Goodhue, Minnesota","46,340",18.5,0.0,0.0,5.0
"Ramsey, Minnesota","550,321",15.3,0.0,0.0,4.8
"Piscataquis, Maine","16,785",23.7,0.0,0.0,9.4
"Otsego, Michigan","24,668",20.7,0.0,0.0,8.1
"Berrien, Michigan","153,401",20.0,0.0,0.0,7.8
"Lamar, Mississippi","63,343",18.3,0.0,0.0,6.6
"Hennepin, Minnesota","1,265,843",12.7,0.0,0.0,4.0
"Lenawee, Michigan","98,451",20.4,0.0,0.0,7.6
"Wicomico, Maryland","103,609",19.1,0.0,0.0,7.0
"Olmsted, Minnesota","158,293",13.7,0.0,0.0,4.2
"Houston, Minnesota","18,600",18.1,0.0,0.0,5.0
"Montgomery, Maryland","1,050,688",9.0,0.0,0.0,3.9
"Pearl River, Mississippi","55,535",22.1,0.0,0.0,7.6
"Noxubee, Mississippi","10,417",24.1,0.0,0.0,9.3
"Iosco, Michigan","25,127",23.6,0.0,0.0,9.0
"Arenac, Michigan","14,883",24.1,0.0,0.0,9.2
"Grand Traverse, Michigan","93,088",17.8,0.0,0.0,6.6
"Coahoma, Mississippi","22,124",24.0,0.0,0.0,9.4
"Scott, Mississippi","28,124",24.2,0.0,0.0,9.2
"Amite, Mississippi","12,297",23.1,0.0,0.0,8.6
"Blue Earth, Minnesota","67,653",17.7,0.0,0.0,5.3
"Oscoda, Michigan","8,241",25.0,0.0,0.0,9.5
"Somerset, Maine","50,484",24.8,0.0,0.0,10.1
"Mackinac, Michigan","10,799",22.7,0.0,0.0,8.5
"Prince George's, Maryland","909,327",13.2,0.0,0.0,4.7
"Hancock, Mississippi","47,632",20.2,0.0,0.0,7.4
"Forrest, Mississippi","74,897",19.6,0.0,0.0,7.7
"Carver, Minnesota","105,089",12.9,0.0,0.0,3.8
"Livingston, Michigan","191,995",16.2,0.0,0.0,6.0
"Knox, Maine","39,772",17.7,0.0,0.0,7.1
"Norfolk, Massachusetts","706,775",12.2,0.0,0.0,4.4
"Mower, Minnesota","40,062",19.0,0.0,0.0,5.8
"Cook, Minnesota","5,463",16.2,0.0,0.0,4.9
"Hinds, Mississippi","231,840",18.4,0.0,0.0,6.7
"Penobscot, Maine","152,148",20.3,0.0,0.0,8.2
"Perry, Mississippi","11,973",23.8,0.0,0.0,9.1
"Bay, Michigan","103,126",21.3,0.0,0.0,8.1
"Wadena, Minnesota","13,682",22.5,0.0,0.0,6.5
"Charlevoix, Michigan","26,143",19.0,0.0,0.0,7.1
"Holmes, Mississippi","17,010",27.8,0.0,0.0,10.5
"Berkshire, Massachusetts","124,944",17.8,0.0,0.0,6.0
"Faribault, Minnesota","13,653",19.5,0.0,0.0,5.7
"Scott, Minnesota","149,013",13.7,0.0,0.0,4.1
"Rock, Minnesota","9,315",18.6,0.0,0.0,5.2
"Chisago, Minnesota","56,579",19.1,0.0,0.0,4.9
"Otter Tail, Minnesota","58,746",16.7,0.0,0.0,5.2
"Chippewa, Michigan","37,349",24.3,0.0,0.0,8.9
"Roseau, Minnesota","15,165",19.5,0.0,0.0,5.3
"Calhoun, Mississippi","14,361",22.6,0.0,0.0,8.7
"Lincoln, Maine","34,634",19.2,0.0,0.0,7.3
"Humphreys, Mississippi","8,064",26.6,0.0,0.0,10.6
"Tuscola, Michigan","52,245",23.6,0.0,0.0,8.7
"Pope, Minnesota","11,249",18.1,0.0,0.0,5.2
"Carroll, Maryland","168,447",14.0,0.0,0.0,5.4
"Oxford, Maine","57,975",21.5,0.0,0.0,8.6
"Ogemaw, Michigan","20,997",25.1,0.0,0.0,9.7
"Clearwater, Minnesota","8,818",23.2,0.0,0.0,6.6
"Monroe, Michigan","150,500",20.5,0.0,0.0,7.6
"Baltimore, Maryland","827,370",15.6,0.0,0.0,5.6
"Osceola, Michigan","23,460",24.3,0.0,0.0,9.3
"Polk, Minnesota","31,364",19.4,0.0,0.0,5.4
"Dodge, Minnesota","20,934",17.0,0.0,0.0,4.7
"Harford, Maryland","255,441",15.8,0.0,0.0,5.6
"Baltimore City, Maryland","593,490",20.7,0.0,0.0,7.0
"Steele, Minnesota","36,649",17.9,0.0,0.0,5.2
"Waseca, Minnesota","18,612",19.4,0.0,0.0,5.5
"Tallahatchie, Mississippi","13,809",25.6,0.0,0.0,9.8
"Lowndes, Mississippi","58,595",19.5,0.0,0.0,7.3
"Gladwin, Michigan","25,449",24.4,0.0,0.0,9.5
"Tishomingo, Mississippi","19,383",23.5,0.0,0.0,9.1
"Lac qui Parle, Minnesota","6,623",19.2,0.0,0.0,5.4
"Clarke, Mississippi","15,541",22.2,0.0,0.0,7.7
"Lafayette, Mississippi","54,019",16.9,0.0,0.0,6.4
"Copiah, Mississippi","28,065",21.8,0.0,0.0,8.0
"Bolivar, Mississippi","30,628",22.4,0.0,0.0,9.0
"Barnstable, Massachusetts","212,990",14.6,0.0,0.0,5.1
"Marion, Mississippi","24,573",24.2,0.0,0.0,9.1
"Schoolcraft, Michigan","8,094",24.9,0.0,0.0,9.1
"Meeker, Minnesota","23,222",18.8,0.0,0.0,5.3
"Franklin, Massachusetts","70,180",16.3,0.0,0.0,5.8
"Cottonwood, Minnesota","11,196",19.3,0.0,0.0,5.8
"Rice, Minnesota","66,972",17.3,0.0,0.0,5.1
"Madison, Mississippi","106,272",13.6,0.0,0.0,5.0
"Crow Wing, Minnesota","65,055",20.7,0.0,0.0,5.6
"Nicollet, Minnesota","34,274",17.1,0.0,0.0,4.8
"Marshall, Mississippi","35,294",21.1,0.0,0.0,7.8
"Washington, Maryland","151,049",18.3,0.0,0.0,7.4
"Sharkey, Mississippi","4,321",24.7,0.0,0.0,9.7
"Worcester, Maryland","52,276",17.1,0.0,0.0,6.1
"Crawford, Michigan","14,029",22.1,0.0,0.0,8.5
"George, Mississippi","24,500",21.3,0.0,0.0,8.1
"Freeborn, Minnesota","30,281",19.2,0.0,0.0,5.8
"Clay, Mississippi","19,316",21.6,0.0,0.0,8.5
"Lake, Minnesota","10,641",18.1,0.0,0.0,5.1
"Iron, Michigan","11,066",22.9,0.0,0.0,8.7
"Anne Arundel, Maryland","579,234",15.0,0.0,0.0,5.2
"Delta, Michigan","35,784",21.4,0.0,0.0,8.1
"Rankin, Mississippi","155,271",17.6,0.0,0.0,6.0
"Leake, Mississippi","22,786",24.2,0.0,0.0,9.0
"St. Louis, Minnesota","199,070",19.5,0.0,0.0,5.6
"Gogebic, Michigan","13,975",22.6,0.0,0.0,8.7
"Mecosta, Michigan","43,453",22.4,0.0,0.0,8.8
"Bristol, Massachusetts","565,217",17.8,0.0,0.0,6.5
"Huron, Michigan","30,981",22.2,0.0,0.0,8.4
"Sanilac, Michigan","41,170",22.5,0.0,0.0,8.8
"Oceana, Michigan","26,467",21.9,0.0,0.0,8.3
"Becker, Minnesota","34,423",19.6,0.0,0.0,5.7
"Cass, Michigan","51,787",21.9,0.0,0.0,7.8
"Neshoba, Mississippi","29,118",25.8,0.0,0.0,9.5
"Montcalm, Michigan","63,888",23.1,0.0,0.0,8.5
"Dakota, Minnesota","429,021",14.1,0.0,0.0,3.9
"Presque Isle, Michigan","12,592",22.3,0.0,0.0,8.4
"Morrison, Minnesota","33,386",19.4,0.0,0.0,5.7
"Baraga, Michigan","8,209",24.3,0.0,0.0,8.9
"Allegany, Maryland","70,416",20.1,0.0,0.0,7.9
"Midland, Michigan","83,156",18.0,0.0,0.0,6.7
"St. Mary's, Maryland","113,510",16.6,0.0,0.0,5.9
